Column1,id,Resource Acquisition:Substrate uptake:aromatic acid transport,Resource Acquisition:Substrate uptake:biopolymer transport,Resource Acquisition:Substrate uptake:carbohydrate transport:amino sugar transport,Resource Acquisition:Substrate uptake:carbohydrate transport:carbohydrate acid transport,Resource Acquisition:Substrate uptake:carbohydrate transport:carbohydrate derivative transport,Resource Acquisition:Substrate uptake:carbohydrate transport:carbohydrate phosphate transport,Resource Acquisition:Substrate uptake:carbohydrate transport:monosaccharide transport,Resource Acquisition:Substrate uptake:carbohydrate transport:oligosaccharide transport,Resource Acquisition:Substrate uptake:carbohydrate transport:polysaccharide transport,Resource Acquisition:Substrate uptake:carbohydrate transport:sugar alcohol transport,Resource Acquisition:Substrate uptake:carboxylate transport:dicarboxylate transport,Resource Acquisition:Substrate uptake:carboxylate transport:monocarboxylate transport,Resource Acquisition:Substrate uptake:carboxylate transport:tricarboxylate transport,Resource Acquisition:Substrate uptake:free amino acids transport,Resource Acquisition:Substrate uptake:ion transport:inorganic transport,Resource Acquisition:Substrate uptake:ion transport:metal transport,Resource Acquisition:Substrate uptake:lipid transport,Resource Acquisition:Substrate uptake:lipid transport:cell membrane lipid transport,Resource Acquisition:Substrate uptake:lipid transport:lipid precursor transport,Resource Acquisition:Substrate uptake:N compound transport:amide transport,Resource Acquisition:Substrate uptake:N compound transport:ammonium transport,Resource Acquisition:Substrate uptake:N compound transport:nitrate transport,Resource Acquisition:Substrate uptake:N compound transport:nitrite transport,Resource Acquisition:Substrate uptake:N compound:nitrogen transport,Resource Acquisition:Substrate uptake:N compound:urea transport,Resource Acquisition:Substrate uptake:N compound:uric acid transport,Resource Acquisition:Substrate uptake:nucleic acid component transport:nucleobase transport,Resource Acquisition:Substrate uptake:nucleic acid component transport:nucleoside transport,Resource Acquisition:Substrate uptake:nucleic acid component transport:nucleotide transport,Resource Acquisition:Substrate uptake:nucleic acid component transport:ribonucleoside transport,Resource Acquisition:Substrate uptake:organophosphorus compound transport,Resource Acquisition:Substrate uptake:osmolyte transport,Resource Acquisition:Substrate uptake:other transport,Resource Acquisition:Substrate uptake:peptide transport,Resource Acquisition:Substrate uptake:S compound transport,Resource Acquisition:Substrate uptake:secondary metabolite transport:siderophore-based transport,Resource Acquisition:Substrate uptake:vitamin transport:vitamin B transport,Resource Acquisition:Substrate uptake:vitamin transport:vitamin C transport,Resource Acquisition:Substrate degradation:complex carbohydrate depolymerization:cellulose breakdown,Resource Acquisition:Substrate degradation:complex carbohydrate depolymerization:chitin breakdown,Resource Acquisition:Substrate degradation:complex carbohydrate depolymerization:heteromannan breakdown,Resource Acquisition:Substrate degradation:complex carbohydrate depolymerization:mixed linkage glucan breakdown,Resource Acquisition:Substrate degradation:complex carbohydrate depolymerization:xylan and heteroxylan breakdown,Resource Acquisition:Substrate degradation:complex carbohydrate depolymerization:xyloglucan breakdown,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation,Resource Acquisition:Substrate degradation:simple compound degradation:carbohydrate degradation,Resource Acquisition:Substrate degradation:simple compound degradation:sugar acid degradation,Resource Acquisition:Substrate degradation:simple compound degradation:alcohol degradation,Resource Acquisition:Substrate degradation:simple compound degradation:phenol degradation,Resource Acquisition:Substrate assimilation:C1 compounds:CO2 fixation,Resource Acquisition:Substrate assimilation:C1 compounds:methanotrophy,Resource Acquisition:Substrate assimilation:N compounds:assimilatory nitrate reduction,Resource Acquisition:Substrate assimilation:N compounds:nitrogen fixation,Resource Acquisition:Substrate assimilation:N compounds:ammonia assimilation,Resource Acquisition:Substrate assimilation:S compounds:assimilatory sulfate reduction,Resource Acquisition:Substrate assimilation:P compounds,Resource Use:Chemotrophy:chemoorganoheterotrophy:fermentation:fermentation of pyruvate,Resource Use:Chemotrophy:chemoorganoheterotrophy:fermentation:fermentation of acetylene,Resource Use:Chemotrophy:chemoorganoheterotrophy:aerobic respiration,Resource Use:Chemotrophy:chemolithoheterotrophy:anaerobic respiration:N (denitrification),Resource Use:Chemotrophy:chemolithoheterotrophy:anaerobic respiration:S compounds,Resource Use:Chemotrophy:chemolithoheterotrophy:anaerobic respiration:Fe,Resource Use:Chemotrophy:chemolithoheterotrophy:anaerobic respiration:As,Resource Use:Chemotrophy:chemolithoheterotrophy:anaerobic respiration:Se,Resource Use:Chemotrophy:chemolithoheterotrophy:anaerobic respiration:hydrogenotrophic methanogenesis,Resource Use:Chemotrophy:chemolithoheterotrophy:anaerobic respiration:acetoclastic methanogenesis,Resource Use:Chemotrophy:chemolithoheterotrophy:anaerobic respiration:methylotrophic methanogenesis,Resource Use:Chemotrophy:chemolithoautotrophy:N compounds as electron donor:ammonia oxidation,Resource Use:Chemotrophy:chemolithoautotrophy:N compounds as electron donor:nitrite oxidation,Resource Use:Chemotrophy:chemolithoautotrophy:S compounds as electron donor,Resource Use:Chemotrophy:chemolithoautotrophy:Fe compounds as electron donor,Resource Use:Chemotrophy:chemolithoautotrophy:H as electron donor,Resource Use:Phototrophy:photosystem:oxygenic,Resource Use:Phototrophy:photosystem:anoxygenic,Resource Use:Phototrophy:pigments:core,Resource Use:Phototrophy:pigments:core:anoxygenic,Resource Use:Phototrophy:pigments:accessory:carotenoid:carotene,Resource Use:Phototrophy:pigments:accessory:carotenoid:xanthophyll,Resource Use:Phototrophy:pigments:accessory:phycobiliprotein,Stress Tolerance:General:scavenging of reactive oxygen species,"Stress Tolerance:General:protection, repair, degradation of denatured/misfolded proteins",Stress Tolerance:General:biofilm formation,"Stress Tolerance:Specific:temperature:high:protection, repair, degradation of denatured/misfolded proteins",Stress Tolerance:Specific:temperature:high:heat-induced transcriptional regulation,Stress Tolerance:Specific:temperature:low:membrane stabilization,Stress Tolerance:Specific:temperature:low:destabilization of secondary structures in mRNAs,Stress Tolerance:Specific:temperature:low:cold-sensing machinery,Stress Tolerance:Specific:desiccation/osmotic/salt stress:accumulation of compatible solutes,Stress Tolerance:Specific:desiccation/osmotic/salt stress:enhancement of microenvironment,Stress Tolerance:Specific:desiccation/osmotic/salt stress:osmotic sensing,"Stress Tolerance:Specific:pH stress:protection, repair, degradation of denatured/misfolded proteins",Stress Tolerance:Specific:pH stress:membrane stabilization,Stress Tolerance:Specific:pH stress:redox sensing,Stress Tolerance:Specific:pH stress:consumption of excessive cytoplasmic protons,Stress Tolerance:Specific:oxidative stress:scavenging of reactive oxygen species,Stress Tolerance:Specific:oxidative stress:redox sensing,Stress Tolerance:Specific:oxygen limitation:redox sensing,Stress Tolerance:Specific:oxygen limitation:oxygen sensing,Stress Tolerance:Specific:envelope stress:misfolded protein/secretion stress sensing,Stress Tolerance:Specific:envelope stress:phage resistance,mingentime,ogt,bin length
6,H1-16-all-fractions_metab_conc_1,0,0,0,0,0,0,2,2,0,1,0,0,0,2,6,3,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,3,2,2,2,6,2,23,3,0,0,0,0,1,0,0,2,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,4,1,1,3,1,1,1,0,1,1,0,1,2,0,0,0,0,1,8.58906095083911,35.6834481315194,3190104
7,H1-16-all-fractions_metab_conc_12,0,0,0,0,0,0,3,5,2,1,2,2,0,3,3,4,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,4,2,2,3,7,3,21,3,0,0,0,0,2,0,0,2,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,2,7,1,1,3,0,2,2,0,2,1,1,4,2,0,0,0,0,1,6.73946024803181,35.2657393318885,4026304
8,H1-16-all-fractions_metab_conc_2,0,3,0,0,0,0,5,4,2,1,4,1,2,9,4,10,1,0,1,1,1,0,0,0,0,0,0,1,1,0,4,1,0,0,2,1,5,0,2,2,1,2,4,1,29,4,0,0,0,1,3,0,0,3,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,3,6,1,0,3,0,4,3,0,1,1,2,3,3,1,1,0,0,0,6.52673418377692,30.6232207680074,5024840
9,H1-16-all-fractions_metab_conc_20,0,2,0,0,0,0,1,1,2,0,2,0,0,2,3,6,2,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,1,1,0,3,0,2,2,1,1,5,1,29,2,0,0,0,0,4,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,5,1,0,2,0,1,1,0,2,1,0,3,1,0,0,0,0,1,9.4636259052524,34.5972318553343,3126185
10,H1-16-all-fractions_metab_conc_21,0,0,0,0,0,0,0,0,0,0,1,1,0,3,4,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,2,2,1,1,5,0,20,2,0,0,0,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,5,1,1,3,0,1,1,0,2,1,1,0,2,0,0,0,0,0,11.0776090137308,36.8196688197832,2643828
11,H1-16-all-fractions_metab_conc_28,0,0,0,0,0,0,2,0,2,0,2,2,0,2,6,5,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,2,3,2,2,7,1,19,4,0,0,0,0,2,0,0,2,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,2,7,1,1,4,0,0,2,0,2,1,1,1,2,0,0,0,0,0,7.46189417871104,38.0983409547152,3173154
3,H1-16-all-fractions_metab_31,0,0,0,0,1,0,1,4,3,0,1,2,0,9,4,2,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,3,0,2,0,0,3,1,2,3,1,1,4,0,20,5,0,0,0,0,1,0,0,2,1,0,1,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6,2,6,1,0,1,1,6,2,0,1,1,1,2,2,0,0,0,0,1,1.10700899188596,33.5604133071327,2747925
12,H1-16-all-fractions_metab_conc_37,0,0,0,0,0,0,0,3,1,0,3,1,0,3,5,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,3,3,1,2,6,1,27,3,0,0,0,0,1,0,0,2,0,1,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,2,1,2,0,0,2,1,1,3,1,0,0,0,0,1,13.3539935110002,34.8615421168534,3023131
13,H1-16-all-fractions_metab_conc_39,0,0,0,0,0,0,3,0,3,1,2,2,0,6,6,11,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,1,0,1,3,0,0,3,0,28,5,0,0,0,1,3,0,0,2,1,0,1,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,1,0,2,7,0,7,1,0,3,1,5,0,0,2,1,1,2,3,0,0,0,0,1,8.15137003478638,35.1093253839184,5001333
14,H1-16-all-fractions_metab_conc_42,0,0,1,0,0,0,4,4,2,1,2,2,0,4,5,5,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,2,0,4,4,1,2,11,5,30,3,0,0,0,0,3,0,0,2,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,2,7,1,0,1,0,3,2,0,2,1,1,2,2,0,0,0,0,1,17.8614842330836,36.5493062430819,6485173
4,H1-16-all-fractions_metab_48,0,0,0,0,0,0,1,0,0,0,1,0,0,1,3,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,2,2,2,2,3,0,19,2,0,0,0,0,1,0,0,2,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,6,1,0,3,0,1,1,0,2,1,0,1,1,0,0,0,0,0,20.624109074102,35.7934287812512,2498950
1,H1-16-all-fractions_conc_50,1,3,0,1,0,0,8,3,3,0,6,2,2,8,5,8,4,1,0,1,1,1,1,1,1,0,1,1,1,0,2,2,0,1,2,1,4,0,5,4,2,4,12,6,39,3,1,0,0,0,2,0,0,2,1,1,1,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,3,4,1,0,3,1,3,3,0,2,1,2,3,3,1,1,0,2,0,0.718078091936109,28.6921463630603,6971725
15,H1-16-all-fractions_metab_conc_51,0,0,1,1,0,0,4,3,2,0,2,2,0,6,3,7,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,3,2,2,3,7,4,22,5,0,0,0,0,3,0,0,3,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,1,4,1,0,2,1,4,1,0,1,1,1,1,0,1,1,0,0,1,3.7306691500422,41.6822248226346,3963092
