len,width,area
1.37717254701128,0.88547932613756,0.980517216365014
2.71396085154442,0.662898742529716,1.55858965757092
2.18295271597798,0.750805907047986,1.37038877024472
1.73098648006654,0.652726339868432,0.939716631191765
2.36576115938492,0.587479207843281,1.08589219324831
2.00997647947842,0.678303291013331,1.17517617751658
2.74762994391393,0.686724743172621,1.6671229729381
2.03527400870891,0.603266172369589,1.08531361643704
2.00395830337845,0.777405012682912,1.30723366771092
2.44102210567767,0.622855859790715,1.35447784002666
1.53094110025395,0.754579750667778,0.88454783785314
2.20461157957124,0.696680041113499,1.22517201676883
1.88527728249274,0.710166111273679,1.10918303169866
4.08083639380967,0.665287901790427,2.27513538491172
1.64069412748386,0.701114813303335,0.967133022564441
1.91896234396203,0.615118126885781,0.972525667551298
1.86296994828352,0.69087593015763,1.0371543024266
1.55618432417677,0.639261693233514,0.824234826314159
1.64538817431074,0.670022081371553,0.901487673254677
2.24897888633418,0.687134639096275,1.34321020659079
4.4086697800578,0.742988475788527,2.42112255916813
2.67017459629226,0.694907059701226,1.41906000459471
2.70872955772801,0.672691608942366,1.55145668262485
2.47351951536451,0.727289152784888,1.52879980072127
1.76655568839954,0.702336952499008,1.04216448524558
2.12403690563069,0.656737510902398,1.14691600405954
2.63237994242026,0.665817561846622,1.56591078097443
2.45604433103306,0.658312838453168,1.36534524244087
2.38287190492987,0.714217026903195,1.43681853140469
2.10758729383223,0.536521729843383,0.933565769186083
3.11227397013464,0.770802629258638,2.13694718377482
2.2316852115552,0.667256296056228,1.22538743389874
3.27137878874745,0.709707182078266,2.00838727783365
2.49272368755315,0.620883647425917,1.25383178260449
1.73004120186268,0.759336605547568,1.10115691028755
2.58948305470142,0.709535221832601,1.64634526089469
1.75400110217186,0.65620802430547,0.963217489886609
2.50187525764454,0.721623870911685,1.50690141639635
2.17092962339687,0.569633730420786,1.06558741109587
1.8770137659438,0.652793029015867,1.03949183652761
3.05776524162129,0.603697731284756,1.53962898887486
1.85892441193062,0.537148287697826,0.832473258590489
1.96204056512486,0.626941993014606,1.05234686675562
1.85657901278023,0.627571460321804,0.982841008791067
2.46117937260295,0.592993578735894,1.30204481710207
2.180655171508,0.666117007973712,1.20674047204567
1.63009587306031,0.688845921731561,0.952681891716259
2.16545534254709,0.621424450288571,1.18657796858105
2.27013329975906,0.608364144225657,1.18069939995901
1.90053622110586,0.638328061675181,0.948910720524181
2.18857554711135,0.699329337854393,1.28364053808333
1.87450472120492,0.591014292563175,0.852508651792145
1.96597326614011,0.671759098461223,1.10331105372742
1.71457598392154,0.626272533064459,0.939163342587936
1.92250030874681,0.676363634197062,1.0773129144938
1.30030680910185,0.739051899486242,0.797324506960745
2.09635666072699,0.720777760306058,1.23116532198986
2.40141505571677,0.548688293633702,0.913480404742019
1.59861342203415,0.624622014156193,0.863306629862494
1.60818047245112,0.692067547610839,0.909084971835248
3.75526862511111,0.612976468665436,1.93992975555046
2.42116201502637,0.69971606427446,1.42426533814598
2.21127721931408,0.610772444651203,1.16759442462031
2.27846420137748,0.633073914287573,1.11565468763051
3.68500695832801,1.43706367414602,2.60364311209889
2.93508118422413,0.681237160117856,1.74040150382096
2.3753304454312,0.619228387483332,1.30661350680384
2.33559390023548,0.540943653116399,1.04253976906913
1.59306792222535,0.751843182223522,1.01529005434781
3.0067829352239,0.797620198248659,1.76832540340427
1.83915228336292,0.667096900779204,1.05932041147214
2.4882040714429,0.650429747898892,1.27352481072239
2.10004077180061,0.662575729027087,1.18606459803133
2.17904775913035,0.651106841757488,1.23121109646986
2.11906800030988,0.66137224897045,1.02655890012828
3.32722384579195,0.730102673290902,2.17075406183279
2.20761142948835,0.616169276776252,1.12772471838127
2.64045452824434,0.78053378778035,1.80195679714633
1.80314208278284,0.766465119934332,1.16254423494084
3.13540940919308,0.69238752294921,1.8003190393057
1.67259416779393,0.643319003863986,0.900342901997888
1.72761844973565,0.704102383659632,0.990942560651091
2.8691493476283,0.662000060713546,1.5300692578077
2.51908709889381,0.659888969285082,1.35127336420585
1.41619955868971,0.704435166687676,0.866865877011051
2.56322758466361,0.639946521709037,1.4929516874326
1.87856945900919,0.675177820939566,1.02272265926166
3.13209995924152,0.745677313043845,2.05107868295114
2.18433865717187,0.516309530985938,0.959563325771499
2.57918806935117,0.573787467056479,1.27039435675655
