rgrowth,xenzyme,rGco2,rMco2,rXco2,jEX,jDE,jDEco2,jD,jED,jV,jE,dreserve,response,isolate,ontology
0.05921293497860718,0.0004569918056793482,0.0002609833220856137,8.775949366414207e-5,2.014209220589878e-6,7.493999222068164e-6,0.0013655931233387299,0.00045519770777957666,0.0018207908311183066,3.500377293382409e-6,0.0012851323128489443,3.500377293382409e-6,0.08145642294769617,positive,Acidobacteriaceae bacterium URHE0068,Amino acids
0.12731803455077856,0.00041863566898752574,0.0006302320958019338,7.808247116881881e-6,2.0722722902090195e-6,1.6304508142510601e-6,0.0011260113130030535,0.00037533710433435116,0.0015013484173374047,1.9273247857589925e-6,0.0009288774460673246,1.9273247857589925e-6,0.13690219821262284,negative,Bacillus sp. URHB0009,Amino acids
0.09750986355708928,0.0002251168939009907,0.0004701723477779923,9.02580759868525e-6,1.0854669945051198e-6,1.6859380978483779e-6,0.0012113069656478352,0.00040376898854927845,0.0016150759541971138,2.079202141599901e-6,0.0011688502005776369,2.079202141599901e-6,0.10052357404180529,undefined,Blastococcus sp. URHD0036,Amino acids
0.05781376446942979,8.465471799211272e-5,0.00025344463722013204,0.00011690388039209407,3.7111031408149385e-7,1.3807405787834284e-6,0.0013692644023895494,0.00045642146746318317,0.0018256858698527327,3.2363123227547515e-6,0.0012562545865855122,3.2363123227547515e-6,0.07150568600332541,positive,Bradyrhizobium sp. URHA0002,Amino acids
0.06067420884802235,0.00011553020523620713,0.00024582214374991115,0.0001477691598555322,4.6807174346793854e-7,1.7414920185866057e-6,0.0013778394091088473,0.00045927980303628243,0.0018371192121451297,3.1492886027768995e-6,0.0012661983043590584,3.1492886027768995e-6,0.0722294557431083,positive,Bradyrhizobium sp. URHA0013,Amino acids
0.06853918485757429,0.00011556323533434212,0.0002664040190681294,0.0001018271393790633,4.4918115693321623e-7,1.6712083363611015e-6,0.0014018187547191565,0.00046727291823971877,0.001869091672958875,3.082809578538803e-6,0.0013432395695604144,3.082809578538803e-6,0.07803032769106516,positive,Bradyrhizobium sp. URHD0069,Amino acids
0.09428149872394415,0.00016851871256067208,0.0004267382676460784,9.124106613982622e-5,7.627518064244048e-7,1.0005167093527976e-6,0.001156369176357453,0.000385456392119151,0.001541825568476604,1.9207016983558403e-6,0.0008358855386214563,1.9207016983558403e-6,0.09770393918595385,positive,Burkholderia sp. URHA0054,Amino acids
0.05816534436611518,0.0004210204243294756,0.00031638260041518364,2.575533201371076e-5,2.2900842095738137e-6,8.520410446731417e-6,0.0015415103464533376,0.0005138367821511126,0.0020553471286044503,2.6634267872478313e-6,0.0014645860824671322,2.6634267872478313e-6,0.04636604612991067,positive,Caulobacter sp. URHA0033,Amino acids
0.0779704641072309,0.00041965119578391306,0.0004814152626870053,2.034955902223073e-6,2.591064359670686e-6,4.024419111828938e-6,0.001237782660081393,0.000412594220027131,0.001650376880108524,2.072036086521159e-6,0.0012474236209712262,2.072036086521159e-6,0.07600643432992706,undefined,Cellulomonas sp. URHD0024,Amino acids
0.06313196696054185,0.00028856203312588736,0.00039631029604454704,3.6193309259548455e-6,1.8114452991273512e-6,4.118095704161382e-6,0.001308922493540093,0.00043630749784669766,0.0017452299913867906,2.4146624744169384e-6,0.0013493278876849386,2.4146624744169384e-6,0.06369752243201658,undefined,Cellulomonas sp. URHE0023,Amino acids
