BGE,rgrowth,kE,yEV,aX,yield,Vmax,KD,response
0.5916597697335099,0.059212898661097094,0.9907577927636582,1.2687762783132508,0.00771776987316121,0.25,0.03413187197768359,0.008627159069722813,positive
0.3807435561722685,0.1273180339660363,2.2477286136540786,2.2709811740999424,0.003288109736099957,0.25,0.26193562616012384,0.03781671170055239,negative
0.590325189157306,0.057813768939795784,1.088478186013862,1.2687762783132508,0.0014642657984479742,0.25,0.031773397625518576,0.008646114557083926,positive
0.5905065639889766,0.06067420991609061,1.1326637389803507,1.2687762783132508,0.0019041073205517832,0.25,0.033627991997868235,0.00952987513247273,positive
0.5940594888785853,0.06853918622595223,1.1875567207318467,1.2687762783132508,0.0016860900166012288,0.25,0.04033144768996936,0.010313364116620654,positive
0.44195202974887715,0.09428150884890482,1.8018828768112505,1.7623578889729934,0.0017873995942098266,0.25,0.08357493483342619,0.022988576294940312,positive
0.585579068300752,0.05816537968983162,1.6624263683109595,1.2687762783132508,0.007238338033028915,0.25,0.03107363040700106,0.0063687099585951115,positive
0.5214078185248066,0.0468470426971711,1.071066953253495,1.4398745025029083,0.0021327161877211513,0.25,0.02963437349965672,0.004980655065161583,positive
0.5876005087067968,0.049179240431690585,1.088478186013862,1.2687762783132508,0.0024626534989937664,0.25,0.026380529647123098,0.0060440591738169375,positive
0.4551001461948573,0.08768586767685403,1.7132422293119067,1.7043361957598753,0.003851715463282132,0.25,0.07533764580807925,0.010657332750421616,negative
0.48601231044337295,0.07530093039872864,1.4902886097811696,1.58023989156911,0.002592986620307021,0.25,0.0582358353513694,0.007189221734288412,negative
0.4579551193294508,0.0948755913218459,1.8650105792362643,1.7043361957598753,0.0029826213775415965,0.25,0.08991112888092685,0.012111849789882159,negative
0.5527177302185257,0.061661510419844155,1.281439026953949,1.3597733711048157,0.0024085477529506433,0.25,0.03570803367900187,0.008310386922576567,positive
0.5514542841423873,0.055992206588994,1.2327180846114631,1.3597733711048157,0.0027899731177951355,0.25,0.032664021228116055,0.007267666420942875,positive
0.5869613693876259,0.05559261469308769,1.2163061986697106,1.2687762783132508,0.002628226560249605,0.25,0.029110209968373435,0.008256847073885729,positive
0.4329201405373575,0.06275233759881986,1.3761459723751228,1.7623578889729934,0.005978462043446118,0.25,0.04925960885500281,0.011984496239464371,negative
0.45535838575402504,0.05241217891187951,1.339486861729633,1.643835616438356,0.0016965739298848562,0.25,0.03380724860611738,0.008729589805179606,positive
0.47922820005765976,0.0652971686613935,1.4412048173616492,1.58023989156911,0.001384076707622303,0.25,0.04293351528555179,0.009100523624236686,positive
0.3180955159711231,0.07636259663915043,2.190244495183127,2.411300309566033,0.01,0.25,0.07854833785729083,0.01957641468090108,negative
0.512436168786781,0.1713810749094395,2.431609474667157,1.643835616438356,0.0015242966490819094,0.25,0.36625125516362006,0.08058510302467549,positive
0.582636288038036,0.049755769337596,0.985893884622813,1.2687762783132508,0.0018572364484290543,0.25,0.025898941980812436,0.009109519215530769,positive
0.5843251037379782,0.04521442221208065,1.08612411058435,1.2687762783132508,0.004200386658945177,0.25,0.023343073784259944,0.005340879961013087,negative
0.5860270524512385,0.05176943290705996,1.274937838029642,1.2687762783132508,0.003334125660012262,0.25,0.026964204325931176,0.005957219105296425,negative
0.5699646469136634,0.02469662189353209,1.0642571720425118,1.2687762783132508,0.004072803647943618,0.25,0.011794757252471668,0.0017005510187424464,positive
0.5810522570530421,0.035936171365647106,1.012740988330837,1.2687762783132508,0.0020559316279491623,0.25,0.01771821725965748,0.001955814597534512,positive
0.38936268931115625,0.061374631869092075,1.3991161579189044,1.9773319509261735,0.0056232905596183365,0.25,0.05643048120666451,0.015479504178605906,positive
0.3989180482998047,0.035525723690519956,0.8758086875903657,1.8726789939300528,0.00210264585676827,0.25,0.02591681464682356,0.006715762094334309,positive
NaN,0.010683384349468573,0.9907577927636582,1.2687762783132508,0.00771776987316121,0.1646153846153846,0.0002779433580823885,0.0012704000955187202,positive
0.35803785812405664,0.04350304704384686,2.2477286136540786,2.2709811740999424,0.003288109736099957,0.1646153846153846,0.019003086891464974,0.004315080019008209,negative
0.6296627995055951,0.022735812946648077,1.088478186013862,1.2687762783132508,0.0014642657984479742,0.1646153846153846,0.005193073348912381,0.00265252864501553,positive
0.6229929808717564,0.020320177226887285,1.1326637389803507,1.2687762783132508,0.0019041073205517832,0.1646153846153846,0.004633782742829529,0.0025665277204758104,positive
0.6289540834910543,0.022143030516652364,1.1875567207318467,1.2687762783132508,0.0016860900166012288,0.1646153846153846,0.005064973555185165,0.002560159254270212,positive
0.44095931922142345,0.023351979110283905,1.8018828768112505,1.7623578889729934,0.0017873995942098266,0.1646153846153846,0.0072808054798222405,0.003432464548534598,positive
0.6390502130907341,0.03175817496332517,1.6624263683109595,1.2687762783132508,0.007238338033028915,0.1646153846153846,0.0074393590293004375,0.002691842730920881,positive
0.5733031694133204,0.03630495955806645,1.071066953253495,1.4398745025029083,0.0021327161877211513,0.1646153846153846,0.010437957422513352,0.0028247701240834053,positive
0.3354236314583735,0.009880429355385342,1.088478186013862,1.2687762783132508,0.0024626534989937664,0.1646153846153846,0.0007909372709625466,0.0013738116552248268,positive
0.441384332953765,0.015773096053838823,1.7132422293119067,1.7043361957598753,0.003851715463282132,0.1646153846153846,0.004684840809858794,0.0018975299057711558,negative
0.39099205677859594,0.006455261466562282,1.4902886097811696,1.58023989156911,0.002592986620307021,0.1646153846153846,0.0017574303810942993,0.0014153169664778812,negative
0.4458110143767508,0.01778700431644834,1.8650105792362643,1.7043361957598753,0.0029826213775415965,0.1646153846153846,0.005293201138719539,0.0019602631635223257,negative
0.445747202375536,0.005706202300834798,1.281439026953949,1.3597733711048157,0.0024085477529506433,0.1646153846153846,0.0013230416758202481,0.0015133015329597487,positive
0.342893157055044,0.00939935612500193,1.2327180846114631,1.3597733711048157,0.0027899731177951355,0.1646153846153846,0.0009485315392894569,0.001409780882266621,positive
NaN,0.0063335551762035815,1.2163061986697106,1.2687762783132508,0.002628226560249605,0.1646153846153846,0.00036783753716826,0.0013048164457252157,positive
NaN,0.008113738724014446,1.3761459723751228,1.7623578889729934,0.005978462043446118,0.1646153846153846,0.0006650343903076438,0.001370886462517339,negative
0.4176515943506756,0.009527233291618203,1.339486861729633,1.643835616438356,0.0016965739298848562,0.1646153846153846,0.0027649683439568457,0.0019338805882769413,positive
0.443487303781709,0.009728145209943528,1.4412048173616492,1.58023989156911,0.001384076707622303,0.1646153846153846,0.002678822760942832,0.0017864579277127068,positive
0.29158000355103064,0.01627890560210967,2.190244495183127,2.411300309566033,0.01,0.1646153846153846,0.006908073461347034,0.003103304446710184,negative
0.5058290129971982,0.07584326928622682,2.431609474667157,1.643835616438356,0.0015242966490819094,0.1646153846153846,0.025205463976936907,0.007592066526273374,positive
0.6279607414970826,0.027150988674697014,0.985893884622813,1.2687762783132508,0.0018572364484290543,0.1646153846153846,0.006506867309026054,0.003569793448220092,positive
NaN,0.013661684409074707,1.08612411058435,1.2687762783132508,0.004200386658945177,0.1646153846153846,0.00048549450584810776,0.001302916297943727,negative
NaN,0.008542427006897871,1.274937838029642,1.2687762783132508,0.003334125660012262,0.1646153846153846,0.0003415618270407448,0.001271062359617662,negative
0.597348673922903,0.010983227934497774,1.0642571720425118,1.2687762783132508,0.004072803647943618,0.1646153846153846,0.00242039217493499,0.0013597728704856046,positive
0.6356928941541167,0.021956710875494306,1.012740988330837,1.2687762783132508,0.0020559316279491623,0.1646153846153846,0.005194200572230177,0.0015164421599900225,positive
0.22684130541441078,0.005120357944887609,1.3991161579189044,1.9773319509261735,0.0056232905596183365,0.1646153846153846,0.0017545532412203458,0.001722912166515139,positive
0.4344479921843576,0.027153288490339926,0.8758086875903657,1.8726789939300528,0.00210264585676827,0.1646153846153846,0.009567433861511808,0.003650981963192104,positive
NaN,0.01068332459640509,0.9907577927636582,1.2687762783132508,0.00771776987316121,0.1646153846153846,0.0002779433580823885,0.0013257838652373595,positive
0.3580335616310914,0.04285020244923059,2.2477286136540786,2.2709811740999424,0.003288109736099957,0.1646153846153846,0.019003086891464974,0.004503198233839318,negative
0.6296592943324533,0.022742639932885833,1.088478186013862,1.2687762783132508,0.0014642657984479742,0.1646153846153846,0.005193073348912381,0.0027681670459931773,positive
0.6229891058213364,0.020296159758438917,1.1326637389803507,1.2687762783132508,0.0019041073205517832,0.1646153846153846,0.004633782742829529,0.0026784168652804617,positive
0.628950695716535,0.022113455895274504,1.1875567207318467,1.2687762783132508,0.0016860900166012288,0.1646153846153846,0.005064973555185165,0.0026717707623940758,positive
0.44095407080162236,0.02315018382996019,1.8018828768112505,1.7623578889729934,0.0017873995942098266,0.1646153846153846,0.0072808054798222405,0.0035821046711967523,positive
0.6390479027342107,0.031947944097664466,1.6624263683109595,1.2687762783132508,0.007238338033028915,0.1646153846153846,0.0074393590293004375,0.0028091950504413247,positive
0.5733006558230683,0.03667406434391642,1.071066953253495,1.4398745025029083,0.0021327161877211513,0.1646153846153846,0.010437957422513352,0.0029479174842041932,positive
0.33539464080689496,0.009880260722119847,1.088478186013862,1.2687762783132508,0.0024626534989937664,0.1646153846153846,0.0007909372709625466,0.0014337037070423192,positive
0.441380465941031,0.015801739451046327,1.7132422293119067,1.7043361957598753,0.003851715463282132,0.1646153846153846,0.004684840809858794,0.001980253734040824,negative
0.39098321370527706,0.006454944813074312,1.4902886097811696,1.58023989156911,0.002592986620307021,0.1646153846153846,0.0017574303810942993,0.0014770184644758706,negative
0.4458073773145134,0.017821251253882044,1.8650105792362643,1.7043361957598753,0.0029826213775415965,0.1646153846153846,0.005293201138719539,0.002045721881621778,negative
0.44573467648805515,0.005705906361888795,1.281439026953949,1.3597733711048157,0.0024085477529506433,0.1646153846153846,0.0013230416758202481,0.001579274720392551,positive
0.34287101099717093,0.00939915733292295,1.2327180846114631,1.3597733711048157,0.0027899731177951355,0.1646153846153846,0.0009485315392894569,0.0014712410317208086,positive
NaN,0.006333478934216602,1.2163061986697106,1.2687762783132508,0.002628226560249605,0.1646153846153846,0.00036783753716826,0.0013617006145867049,positive
NaN,0.008113636037345185,1.3761459723751228,1.7623578889729934,0.005978462043446118,0.1646153846153846,0.0006650343903076438,0.0014306509889986275,negative
0.41764423390426875,0.009526582514644964,1.339486861729633,1.643835616438356,0.0016965739298848562,0.1646153846153846,0.0027649683439568457,0.002018189143937703,positive
0.4434808745977785,0.009727538507858534,1.4412048173616492,1.58023989156911,0.001384076707622303,0.1646153846153846,0.002678822760942832,0.0018643395138598481,positive
0.29157282554290065,0.016276663480276995,2.190244495183127,2.411300309566033,0.01,0.1646153846153846,0.006908073461347034,0.003238594659179231,negative
0.5058207657674485,0.07552700137524876,2.431609474667157,1.643835616438356,0.0015242966490819094,0.1646153846153846,0.025205463976936907,0.00792304671563492,positive
0.6279551442716453,0.02727138368528658,0.985893884622813,1.2687762783132508,0.0018572364484290543,0.1646153846153846,0.006506867309026054,0.003725420497506956,positive
NaN,0.013661587145566203,1.08612411058435,1.2687762783132508,0.004200386658945177,0.1646153846153846,0.00048549450584810776,0.0013597176288492583,negative
NaN,0.008542359001451751,1.274937838029642,1.2687762783132508,0.003334125660012262,0.1646153846153846,0.0003415618270407448,0.001326475001092906,negative
0.5973451420811795,0.010982712454034397,1.0642571720425118,1.2687762783132508,0.004072803647943618,0.1646153846153846,0.00242039217493499,0.0014190528939949526,positive
0.6356911889371599,0.022039726139793648,1.012740988330837,1.2687762783132508,0.0020559316279491623,0.1646153846153846,0.005194200572230177,0.0015825522647332298,positive
0.22682617333800628,0.005120052389650201,1.3991161579189044,1.9773319509261735,0.0056232905596183365,0.1646153846153846,0.0017545532412203458,0.0017980234413114105,positive
0.43444337151771895,0.027068432703596306,0.8758086875903657,1.8726789939300528,0.00210264585676827,0.1646153846153846,0.009567433861511808,0.003810148469090211,positive
0.6322329453703411,0.059682350607819484,0.9907577927636582,1.2687762783132508,0.00771776987316121,0.2,0.025598903983262696,0.007066296220567017,positive
0.40667329834857757,0.13357892990445788,2.2477286136540786,2.2709811740999424,0.003288109736099957,0.2,0.19645171962009284,0.030063128150646812,negative
0.6307042103458247,0.059654217987432784,1.088478186013862,1.2687762783132508,0.0014642657984479742,0.2,0.023830048219138936,0.0070812301992582765,positive
0.6308614959954734,0.061378118739412464,1.1326637389803507,1.2687762783132508,0.0019041073205517832,0.2,0.02522099399840118,0.007777496211817213,positive
0.6345381565288981,0.07170175286296084,1.1875567207318467,1.2687762783132508,0.0016860900166012288,0.2,0.030248585767477017,0.008394763790919767,positive
0.4718794542870539,0.09713392892507904,1.8018828768112505,1.7623578889729934,0.0017873995942098266,0.2,0.06268120112506964,0.018380861482429116,positive
0.6258606160283382,0.05825647825503613,1.6624263683109595,1.2687762783132508,0.007238338033028915,0.2,0.02330522280525079,0.005286989244262533,positive
0.5571146199182124,0.0494195137703753,1.071066953253495,1.4398745025029083,0.0021327161877211513,0.2,0.022225780124742547,0.004193417667550486,positive
0.6279901169848393,0.05002528239693553,1.088478186013862,1.2687762783132508,0.0024626534989937664,0.2,0.019785397235342325,0.00503121487087845,positive
0.48590865327354377,0.08409916229171029,1.7132422293119067,1.7043361957598753,0.003851715463282132,0.2,0.05650323435605944,0.00866575762767988,negative
0.5189394687972512,0.0797355426509941,1.4902886097811696,1.58023989156911,0.002592986620307021,0.2,0.043676876513527044,0.005933425030412294,negative
0.48891346867537405,0.098685571028746,1.8650105792362643,1.7043361957598753,0.0029826213775415965,0.2,0.06743334666069513,0.009811691048412848,negative
0.5904644724288975,0.05991426089181698,1.281439026953949,1.3597733711048157,0.0024085477529506433,0.2,0.026781025259251398,0.006816728989435193,positive
0.5892015324414178,0.05541338241761069,1.2327180846114631,1.3597733711048157,0.0027899731177951355,0.2,0.024498015921087045,0.005995227254571605,positive
0.6272210075564251,0.05616580526840784,1.2163061986697106,1.2687762783132508,0.002628226560249605,0.2,0.02183265747628008,0.006774547907817497,positive
0.4624046612407439,0.060015574540305275,1.3761459723751228,1.7623578889729934,0.005978462043446118,0.2,0.0369447066412521,0.009711356239185124,negative
0.4865102070636701,0.05100176026922255,1.339486861729633,1.643835616438356,0.0016965739298848562,0.2,0.025355436454588036,0.007146995724172507,positive
0.5118629796596745,0.06422123162390253,1.4412048173616492,1.58023989156911,0.001384076707622303,0.2,0.03220013646416385,0.007439233936998991,positive
0.3397679415396343,0.07710267409246321,2.190244495183127,2.411300309566033,0.01,0.2,0.05891125339296811,0.015692608320458684,negative
0.5477686930272232,0.19103771130232453,2.431609474667157,1.643835616438356,0.0015242966490819094,0.2,0.27468844137271514,0.06375797505837041,positive
0.6226930510905145,0.049761440993015715,0.985893884622813,1.2687762783132508,0.0018572364484290543,0.2,0.01942420648560933,0.007446321065182079,positive
