BGE,BP,BR,rgrowth,xenzyme,rGco2,rMco2,rXco2,jEX,jDE,jDEco2,jD,jED,jV,jE,dreserve,response,isolate,class,phylum,mingt,rrn,genomesize,vcell,celldensity,mdry,gmax,kM,alphaenz,gV0,kE,yEV,NSB,KD,yDE,monomer,ontology,eta,dGibbs
0.5916597698806537,7.88870230593358e-9,2.961760324055357e-9,0.05921293497860718,0.0004569918056793482,0.0002609833220856137,8.775949366414207e-5,2.014209220589878e-6,7.493999222068164e-6,0.0013655931233387299,0.00045519770777957666,0.0018207908311183066,3.500377293382409e-6,0.0012851323128489443,3.500377293382409e-6,0.08145642294769617,positive,Acidobacteriaceae bacterium URHE0068,Acidobacteria,Acidobacteria,7.0,3,6679185,2.5373409150352896e-17,1.0191358983663293e6,2.846028994233988e-12,0.09902102579427789,0.00017252429789936744,0.00771776987316121,0.25094098993280134,0.9907577927636582,1.2687762783132508,5.267264194086974e-8,0.008627159069722813,0.25,2-aminoisobutyric acid ,Amino acids,0.08452850135518492,-540.4085920408581
0.38074355624591516,3.192555661508358e-8,1.6846072870330357e-8,0.12731803455077856,0.00041863566898752574,0.0006302320958019338,7.808247116881881e-6,2.0722722902090195e-6,1.6304508142510601e-6,0.0011260113130030535,0.00037533710433435116,0.0015013484173374047,1.9273247857589925e-6,0.0009288774460673246,1.9273247857589925e-6,0.13690219821262284,negative,Bacillus sp. URHB0009,Bacilli,Firmicutes,1.31,20,5377210,9.035808880156781e-18,1.0300608094081224e6,1.2723053076331017e-12,0.5291199851602636,3.108851055537269e-5,0.003288109736099957,0.3663924020655212,2.2477286136540786,2.2709811740999424,4.04221645308833e-7,0.037816711700552376,0.25,2-aminoisobutyric acid ,Amino acids,0.08452850135518492,-540.4085920408581
0.47534981323883024,1.5603876291655264e-8,7.346933469038924e-9,0.09750986355708928,0.0002251168939009907,0.0004701723477779923,9.02580759868525e-6,1.0854669945051198e-6,1.6859380978483779e-6,0.0012113069656478352,0.00040376898854927845,0.0016150759541971138,2.079202141599901e-6,0.0011688502005776369,2.079202141599901e-6,0.10052357404180529,undefined,Blastococcus sp. URHD0036,Actinobacteria,Actinobacteria,2.78,8,5177578,7.54618220216719e-18,1.0285565796687986e6,1.0689906118983065e-12,0.2493335181870307,2.229109939335906e-5,0.002308657664864756,0.28642960665273715,1.69596609104671,1.643835616438356,1.3381542886510149e-7,0.01189241984727799,0.25,2-aminoisobutyric acid ,Amino acids,0.08452850135518492,-540.4085920408581
0.5903251891732622,7.447494811459616e-9,3.2132367337718945e-9,0.05781376446942979,8.465471799211272e-5,0.00025344463722013204,0.00011690388039209407,3.7111031408149385e-7,1.3807405787834284e-6,0.0013692644023895494,0.00045642146746318317,0.0018256858698527327,3.2363123227547515e-6,0.0012562545865855122,3.2363123227547515e-6,0.07150568600332541,positive,Bradyrhizobium sp. URHA0002,Alphaproteobacteria,Proteobacteria,6.09,3,6972827,3.114275299679337e-17,1.0180582703654501e6,3.2815334725668442e-12,0.11381727102790563,0.0002382256849174935,0.0014642657984479742,0.2542297809368883,1.088478186013862,1.2687762783132508,4.903302102703484e-8,0.008646114557083926,0.25,2-aminoisobutyric acid ,Amino acids,0.08452850135518492,-540.4085920408581
0.5905065639853728,7.87333469615098e-9,3.3513772097786893e-9,0.06067420884802235,0.00011553020523620713,0.00024582214374991115,0.0001477691598555322,4.6807174346793854e-7,1.7414920185866057e-6,0.0013778394091088473,0.00045927980303628243,0.0018371192121451297,3.1492886027768995e-6,0.0012661983043590584,3.1492886027768995e-6,0.0722294557431083,positive,Bradyrhizobium sp. URHA0013,Alphaproteobacteria,Proteobacteria,5.73,3,7193102,3.611416793480116e-17,1.0172934201385899e6,3.635255753178662e-12,0.12096809433855937,0.00030064144814140385,0.0019041073205517832,0.2558346230302514,1.1326637389803507,1.2687762783132508,5.189504937942629e-8,0.00952987513247273,0.25,2-aminoisobutyric acid ,Amino acids,0.08452850135518492,-540.4085920408581
0.5940594888118644,9.416452270204001e-9,3.240594951819146e-9,0.06853918485757429,0.00011556323533434212,0.0002664040190681294,0.0001018271393790633,4.4918115693321623e-7,1.6712083363611015e-6,0.0014018187547191565,0.00046727291823971877,0.001869091672958875,3.082809578538803e-6,0.0013432395695604144,3.082809578538803e-6,0.07803032769106516,positive,Bradyrhizobium sp. URHD0069,Alphaproteobacteria,Proteobacteria,5.32,3,6793945,2.7517566978850416e-17,1.0189006956658036e6,3.023512091333471e-12,0.13029082341352355,0.00019684578631881197,0.0016860900166012288,0.25794212383275567,1.1875567207318467,1.2687762783132508,6.223988841044654e-8,0.010313364116620654,0.25,2-aminoisobutyric acid ,Amino acids,0.08452850135518492,-540.4085920408581
0.44195202980451015,1.4026586494008745e-8,1.1270322472504384e-8,0.09428149872394415,0.00016851871256067208,0.0004267382676460784,9.124106613982622e-5,7.627518064244048e-7,1.0005167093527976e-6,0.001156369176357453,0.000385456392119151,0.001541825568476604,1.9207016983558403e-6,0.0008358855386214563,1.9207016983558403e-6,0.09770393918595385,positive,Burkholderia sp. URHA0054,Betaproteobacteria,Proteobacteria,2.43,10,7244804,3.7367078633653e-17,1.0182902486499536e6,3.820872575495607e-12,0.28524575331684987,0.00032561963671362304,0.0017873995942098266,0.2956261271007896,1.8018828768112505,1.7623578889729934,1.2897366486639845e-7,0.022988576294940312,0.25,2-aminoisobutyric acid ,Amino acids,0.08452850135518492,-540.4085920408581
0.5855790683079922,7.415229565079028e-9,3.672014787739466e-9,0.05816534436611518,0.0004210204243294756,0.00031638260041518364,2.575533201371076e-5,2.2900842095738137e-6,8.520410446731417e-6,0.0015415103464533376,0.0005138367821511126,0.0020553471286044503,2.6634267872478313e-6,0.0014645860824671322,2.6634267872478313e-6,0.04636604612991067,positive,Caulobacter sp. URHA0033,Alphaproteobacteria,Proteobacteria,2.9,3,5642219,1.13620640680465e-17,1.0260950874378695e6,1.6810580113584879e-12,0.23901626915860183,5.0250761921531965e-5,0.007238338033028915,0.28384083070483,1.6624263683109595,1.2687762783132508,4.7953133344137435e-8,0.0063687099585951115,0.25,2-aminoisobutyric acid ,Amino acids,0.08452850135518492,-540.4085920408581
0.46722480756122187,1.2315260751034117e-8,5.724083172613971e-9,0.0779704641072309,0.00041965119578391306,0.0004814152626870053,2.034955902223073e-6,2.591064359670686e-6,4.024419111828938e-6,0.001237782660081393,0.000412594220027131,0.001650376880108524,2.072036086521159e-6,0.0012474236209712262,2.072036086521159e-6,0.07600643432992706,undefined,Cellulomonas sp. URHD0024,Actinobacteria,Actinobacteria,2.52,8,4210445,2.8191271254979403e-18,1.0397041675896331e6,5.493399956085871e-13,0.2750584049841053,4.816146681712793e-6,0.005382181581050703,0.29298772247083604,1.773422708309495,1.643835616438356,1.0379693267710677e-7,0.007040073938037842,0.25,2-aminoisobutyric acid ,Amino acids,0.08452850135518492,-540.4085920408581
0.5239495634073192,8.884370730098198e-9,3.6837173785247197e-9,0.06313196696054185,0.00028856203312588736,0.00039631029604454704,3.6193309259548455e-6,1.8114452991273512e-6,4.118095704161382e-6,0.001308922493540093,0.00043630749784669766,0.0017452299913867906,2.4146624744169384e-6,0.0013493278876849386,2.4146624744169384e-6,0.06369752243201658,undefined,Cellulomonas sp. URHE0023,Actinobacteria,Actinobacteria,3.57,5,4467545,3.7384411726024834e-18,1.0350361770142961e6,6.557255997846746e-13,0.19415887410642726,7.369659261331653e-6,0.004570775266771613,0.2728546178901606,1.496936862172548,1.4398745025029083,6.529870069422534e-8,0.005136646400635955,0.25,2-aminoisobutyric acid ,Amino acids,0.08452850135518492,-540.4085920408581
0.5214078185452263,6.174254228398495e-9,3.0720132297453828e-9,0.0468471002282267,9.991156900453431e-5,0.0003622184229734914,7.906424410585845e-6,7.72509094166392e-7,1.756203393856148e-6,0.0012005028930686557,0.00040016763102288525,0.001600670524091541,2.876642192893607e-6,0.0011642331241659123,2.876642192893607e-6,0.06601625078516961,positive,Comamonadaceae bacterium URHA0028,Betaproteobacteria,Proteobacteria,6.24,5,4904121,5.827881975291256e-18,1.0306904256142405e6,1.0444266408453562e-12,0.11108127893588866,1.734942092919523e-5,0.0021327161877211513,0.2536184150270583,1.071066953253495,1.4398745025029083,4.573205786984062e-8,0.004980655065161583,0.25,2-aminoisobutyric acid ,Amino acids,0.08452850135518492,-540.4085920408581
0.5876005087315467,6.226312449549642e-9,2.814286959540826e-9,0.049179112939235756,0.00012111111455721856,0.0002754682754675204,4.241091641543186e-5,6.783829124418676e-7,2.5239686950766996e-6,0.0013652536917917488,0.0004550845639305829,0.0018203382557223317,3.2268169188294993e-6,0.0012834854469576519,3.2268169188294993e-6,0.060270409019043944,positive,Dongia sp. URHE0060,Alphaproteobacteria,Proteobacteria,6.09,3,6067264,1.6056902629174777e-17,1.0222364332554326e6,2.0870540464435204e-12,0.11381727102790563,8.458116081957178e-5,0.0024626534989937664,0.2542297809368883,1.088478186013862,1.2687762783132508,4.071069389988132e-8,0.0060440591738169375,0.25,2-aminoisobutyric acid ,Amino acids,0.08452850135518492,-540.4085920408581
0.460151394020053,8.366041667279255e-9,6.2052450292374865e-9,0.061231561151123486,0.00044027721578547183,0.00044341885839584453,1.0931489694304438e-5,3.18834301675669e-6,4.952107238792308e-6,0.0011574822380287886,0.0003858274126762629,0.0015433096507050516,2.0844314883715283e-6,0.0010199896009711342,2.0844314883715283e-6,0.0680094675640853,undefined,Flavobacterium sp. URHB0058,Flavobacteria,Bacteroidetes,3.33,8,5264264,8.167054100175671e-18,1.0286339155363675e6,1.335191025245612e-12,0.20815230647445804,2.984822911249695e-5,0.0071903640460650505,0.2762353828358751,1.5523212035205483,1.643835616438356,7.036847593541472e-8,0.007977543738944489,0.25,2-aminoisobutyric acid ,Amino acids,0.08452850135518492,-540.4085920408581
0.4551001462513433,1.3209846990718145e-8,7.949294388992628e-9,0.08768588639981681,0.0003377410845577748,0.00047671828499254383,9.500436647100585e-6,1.8361831899351193e-6,2.6069697979303016e-6,0.001173018364989213,0.000391006121663071,0.001564024486652284,2.0034391775677737e-6,0.0011347871115872303,2.0034391775677737e-6,0.09230448595311835,negative,Geodermatophilaceae bacterium URHA0031,Actinobacteria,Actinobacteria,2.72,9,5236918,7.966994947998696e-18,1.0281284584292844e6,1.1104495855758997e-12,0.25483352226468575,2.4288216628052815e-5,0.003851715463282132,0.28781928729354134,1.7132422293119067,1.7043361957598753,1.1626179908654206e-7,0.010657332750421616,0.25,2-aminoisobutyric acid ,Amino acids,0.08452850135518492,-540.4085920408581
0.4860123104398223,1.1059451189907884e-8,5.282543304505031e-9,0.07530092133847685,0.0001952542815274619,0.00043480878319115073,4.726789988814928e-6,1.1274533572066302e-6,1.9430814281963995e-6,0.001193327866939595,0.0003977759556465317,0.0015911038225861268,2.2100337010453156e-6,0.0011969641096325754,2.2100337010453156e-6,0.08432081057970416,negative,Geodermatophilaceae bacterium URHB0048,Actinobacteria,Actinobacteria,3.6,7,4705879,4.788234489267312e-18,1.0323016849185168e6,7.75775986713827e-13,0.1925408834888737,1.0840474151664562e-5,0.002592986620307021,0.27246639527129346,1.4902886097811696,1.58023989156911,8.987011628297746e-8,0.007189221734288412,0.25,2-aminoisobutyric acid ,Amino acids,0.08452850135518492,-540.4085920408581
0.4579551193116182,1.5697639551386897e-8,7.861047179745914e-9,0.09487558264311477,0.00028297794099806854,0.0005031696654023813,7.305721751833663e-6,1.5007646005595944e-6,2.1307503569946313e-6,0.0012305597046065497,0.00041018656820218327,0.001640746272808733,2.0199789253363625e-6,0.0011154169742237589,2.0199789253363625e-6,0.09163262776115323,negative,Geodermatophilaceae bacterium URHB0062,Actinobacteria,Actinobacteria,2.24,9,5093035,6.977176635928415e-18,1.0299988576673655e6,1.0246485584640633e-12,0.3094407056071184,1.99420898978254e-5,0.0029826213775415965,0.3019879542099821,1.8650105792362643,1.7043361957598753,1.3875174210019575e-7,0.012111849789882159,0.25,2-aminoisobutyric acid ,Amino acids,0.08452850135518492,-540.4085920408581
0.5149389828992621,1.9467736537808368e-8,6.305649947422674e-9,0.11331441839849679,0.00041391019190770704,0.00047335947438705093,4.137414754339264e-6,1.7290677890244081e-6,3.3725962154240747e-6,0.001392430140012528,0.0004641433800041761,0.0018565735200167044,2.309064941671515e-6,0.0014164955688542266,2.309064941671515e-6,0.09842219383859725,undefined,Intrasporangiaceae bacterium URHB0013,Actinobacteria,Actinobacteria,2.25,6,4567713,4.1547709615013645e-18,1.035433601970239e6,7.194744539382663e-13,0.3080654135821979,8.873488686790527e-6,0.0036527583846575865,0.30162269225494026,1.8615802572154185,1.5126815303642844,1.5527340793526923e-7,0.01138009645021443,0.25,2-aminoisobutyric acid ,Amino acids,0.08452850135518492,-540.4085920408581
0.5272729513342046,8.544095888988108e-9,3.18335458962701e-9,0.06322101756116882,0.00012696592271283392,0.00037744165038468703,4.134109473947244e-7,7.580110105785628e-7,1.723243803097115e-6,0.001238117209037559,0.00041270573634585297,0.0016508229453834119,2.709468449175386e-6,0.0013941378756480102,2.709468449175386e-6,0.08051953812315622,undefined,Lysobacter sp. URHA0019,Gammaproteobacteria,Proteobacteria,5.26,5,3223982,7.907539563706153e-19,1.060351915453169e6,2.691188931246628e-13,0.13177703052470444,7.70864740075628e-7,0.0020082866048460766,0.25827969730290545,1.1960382094412707,1.4398745025029083,6.32826426074374e-8,0.0037700612242678746,0.25,2-aminoisobutyric acid ,Amino acids,0.08452850135518492,-540.4085920408581
0.5881653862102078,7.2968330981162174e-9,2.155875292558093e-9,0.05275409559157068,0.00014416854543787728,0.0003058554262184844,7.509256511938022e-6,8.358541913710028e-7,3.1098510501616484e-6,0.0014587394031880816,0.0004862464677293605,0.001944985870917442,2.776601834817642e-6,0.001550900038426905,2.776601834817642e-6,0.048709982059973914,undefined,Marmoricola sp. URHB0036,Actinobacteria,Actinobacteria,3.88,3,4829548,5.417784754863607e-18,1.030857225228152e6,8.416793652700403e-13,0.17864618055668693,1.3111953544856998e-5,0.0027328408120963653,0.26915514156937453,1.430956861094157,1.2687762783132508,4.7092090693697946e-8,0.004388536640430671,0.25,2-aminoisobutyric acid ,Amino acids,0.08452850135518492,-540.4085920408581
